Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST102421,29,51532.56,134265.99,776,60,Yes
CUST102422,48,29324.88,123857.35,576,48,Yes
CUST102423,27,120564.76,148027.53,542,12,Yes
CUST102424,36,101313.52,152418.46,614,36,Yes
CUST102425,36,50524.51,203695.8,774,36,No
CUST102426,53,76810.53,185465.43,789,84,Yes
CUST102427,24,80436.63,140615.44,596,24,Yes
CUST102428,24,99777.15,195820.09,707,84,No
CUST102429,59,49534.87,174044.24,845,24,No
CUST102430,60,97302.67,124404.02,717,12,No
CUST102431,37,56302.37,142516.91,807,48,No
CUST102432,57,36603.44,141106.63,769,72,No
CUST102433,59,88103.41,180315.68,598,72,Yes
CUST102434,49,102268.96,127978.64,662,72,No
CUST102435,56,134697.72,126575.45,683,60,No
CUST102436,58,40006.87,268125.44,689,12,Yes
CUST102437,59,87472.99,206384.13,762,36,Yes
CUST102438,57,59754.97,104363.96,716,36,No
CUST102439,55,89583.97,184256.46,415,48,Yes
CUST102440,27,33237.76,157101.0,561,84,Yes
CUST102441,47,38430.76,173493.07,483,12,Yes
CUST102442,48,50603.13,158240.48,695,60,Yes
CUST102443,42,71974.1,221378.56,701,12,No
CUST102444,34,53972.97,170737.22,705,12,No
CUST102445,27,86476.36,146274.68,593,48,No
CUST102446,57,95672.37,212531.43,740,60,No
CUST102447,42,84989.44,163997.1,744,72,No
CUST102448,25,110469.69,157288.71,567,36,Yes
CUST102449,22,80395.67,168841.36,548,24,Yes
CUST102450,47,39577.58,144383.46,679,84,No
CUST102451,41,104084.41,150553.62,841,72,No
CUST102452,58,54871.09,114798.32,832,60,No
CUST102453,35,92760.46,104929.97,730,36,No
CUST102454,41,109343.36,90085.78,614,72,No
CUST102455,30,81417.2,66481.0,759,48,No
CUST102456,43,32596.03,97216.96,639,84,No
CUST102457,59,47044.7,139543.98,610,60,Yes
CUST102458,25,103068.61,156187.05,487,60,No
CUST102459,21,65771.93,133722.21,689,36,No
CUST102460,33,71989.34,8657.79,623,36,No
CUST102461,41,88970.61,244475.18,688,12,No
CUST102462,46,87408.07,215188.81,473,12,Yes
CUST102463,65,76970.0,176745.59,695,60,Yes
CUST102464,41,64783.29,264449.44,461,24,No
CUST102465,38,62183.29,91358.15,777,48,No
CUST102466,57,91447.47,263257.51,726,36,No
CUST102467,65,83839.24,92087.16,654,12,No
CUST102468,52,63567.5,164324.28,730,48,Yes
CUST102469,56,97052.81,73569.76,591,84,No
CUST102470,37,66774.15,150881.65,686,72,No
CUST102471,55,48708.45,173169.99,751,72,No
CUST102472,31,51025.73,140718.58,401,60,Yes
CUST102473,41,45531.48,192832.65,639,36,No
CUST102474,46,63189.75,155940.87,677,72,Yes
CUST102475,24,100843.11,118655.12,662,84,Yes
CUST102476,54,49872.62,115991.2,811,36,Yes
CUST102477,38,74711.89,198654.83,578,12,Yes
CUST102478,60,53582.77,110775.48,624,72,Yes
CUST102479,55,63492.27,204924.18,507,24,Yes
CUST102480,61,32248.97,223362.71,815,72,Yes
CUST102481,49,64486.54,49877.17,657,36,No
CUST102482,49,65157.37,217975.58,640,24,Yes
CUST102483,58,83507.2,273625.36,675,48,No
CUST102484,62,75582.02,165120.23,737,72,Yes
CUST102485,41,40040.2,185945.05,711,36,Yes
CUST102486,62,97104.96,212220.32,850,72,No
CUST102487,33,75257.58,133471.06,720,72,No
CUST102488,61,74959.84,160936.81,638,36,No
CUST102489,37,69770.44,71148.03,629,24,Yes
CUST102490,29,57056.06,158318.1,644,12,No
CUST102491,61,75445.06,179886.72,544,84,Yes
CUST102492,21,81889.71,180969.78,683,72,No
CUST102493,22,26327.61,213925.48,750,60,No
CUST102494,49,56530.98,103511.87,624,48,No
CUST102495,53,63626.33,118043.59,607,36,Yes
CUST102496,30,76404.27,263730.44,816,72,No
CUST102497,60,99832.78,140980.3,551,84,Yes
CUST102498,41,50706.48,162002.03,493,12,Yes
CUST102499,48,57550.95,145979.4,576,36,No
CUST102500,31,57186.65,100699.15,541,72,No
CUST102501,54,49961.81,247411.75,714,48,No
CUST102502,28,61320.34,118337.92,647,60,No
CUST102503,42,89270.06,82362.87,660,36,No
CUST102504,28,43654.11,122955.58,783,72,Yes
CUST102505,35,80695.36,29897.64,617,24,No
CUST102506,37,27452.44,110922.75,749,12,Yes
CUST102507,43,55966.55,91912.28,816,60,No
CUST102508,44,61762.77,187045.72,638,36,No
CUST102509,65,111871.49,109595.15,746,72,No
CUST102510,39,63129.94,203268.24,658,60,No
CUST102511,25,20000.0,233909.04,763,24,Yes
CUST102512,52,20027.78,196870.52,538,36,No
CUST102513,64,70850.74,137076.7,531,60,Yes
CUST102514,21,85344.27,158466.87,644,36,No
CUST102515,43,79386.4,58500.9,599,36,Yes
CUST102516,57,74189.25,141973.24,633,60,Yes
CUST102517,28,99056.49,98373.69,660,36,No
CUST102518,33,56510.22,191659.58,744,24,No
CUST102519,28,92372.76,304365.14,643,60,No
CUST102520,43,29199.63,179989.3,605,72,Yes
CUST102521,63,47376.3,30531.59,648,84,No
CUST102522,21,24823.97,128326.19,610,60,Yes
CUST102523,65,63128.87,157349.46,595,24,Yes
CUST102524,44,68843.47,155241.45,534,24,Yes
CUST102525,55,72852.54,106151.21,686,24,No
CUST102526,44,71547.08,164717.5,628,72,Yes
CUST102527,37,46811.17,75449.95,766,72,No
CUST102528,25,65243.98,93305.48,549,84,Yes
CUST102529,40,32563.83,188747.86,631,84,No
CUST102530,41,104080.72,89060.21,843,36,No
CUST102531,60,62409.35,182292.7,595,36,Yes
CUST102532,51,57777.85,67832.17,658,48,No
CUST102533,56,109723.51,255889.55,570,84,Yes
CUST102534,31,38943.84,103543.8,558,84,Yes
CUST102535,35,41860.32,136580.01,819,36,No
CUST102536,39,42594.49,169836.8,695,24,Yes
CUST102537,27,68303.22,116079.0,692,48,Yes
CUST102538,48,80790.79,158604.36,527,84,No
CUST102539,63,88491.89,184521.4,712,24,No
CUST102540,25,134299.88,207636.79,784,12,No
CUST102541,25,20000.0,197489.85,783,84,No
CUST102542,50,85218.39,139691.37,740,72,No
CUST102543,52,56071.74,141202.09,578,60,Yes
CUST102544,28,55339.62,290946.51,708,12,No
CUST102545,30,54505.7,206993.34,740,72,Yes
CUST102546,58,47280.76,94690.58,518,72,Yes
CUST102547,52,112113.12,155999.29,579,24,Yes
CUST102548,48,91057.43,129891.41,759,36,No
CUST102549,37,70579.9,141879.95,758,60,Yes
CUST102550,51,103775.39,76230.29,540,36,No
CUST102551,28,32186.78,125284.61,751,36,Yes
CUST102552,60,36732.37,258693.35,688,84,Yes
CUST102553,45,20000.0,184744.58,750,60,Yes
CUST102554,29,52514.64,5000.0,622,60,No
CUST102555,22,74042.46,223003.41,738,12,No
CUST102556,35,72571.46,215377.77,755,24,Yes
CUST102557,23,73733.55,128442.88,648,36,No
CUST102558,56,34723.58,193035.81,681,24,Yes
CUST102559,24,90078.87,98436.05,621,24,No
CUST102560,34,75990.69,121784.66,828,84,No
CUST102561,61,88326.36,239912.78,669,48,No
CUST102562,61,22680.95,133696.2,597,12,Yes
CUST102563,45,77787.27,37816.1,615,36,Yes
CUST102564,30,40305.87,146201.81,691,72,Yes
CUST102565,41,60066.92,145284.7,747,60,Yes
CUST102566,56,83359.12,221902.11,559,60,Yes
CUST102567,32,72277.34,150860.19,846,24,No
CUST102568,47,48711.5,124705.06,707,12,Yes
CUST102569,60,70156.83,212703.37,721,12,No
CUST102570,22,31711.62,157247.41,671,36,No
CUST102571,33,98756.68,104998.64,681,36,No
CUST102572,52,64867.9,219299.85,666,24,Yes
CUST102573,51,97963.75,161619.71,771,24,No
CUST102574,36,56836.71,150175.56,679,24,Yes
CUST102575,52,56910.6,160674.5,749,48,No
CUST102576,52,50895.33,85759.9,640,12,No
CUST102577,54,91904.35,118340.77,697,24,Yes
CUST102578,31,52264.22,150214.96,607,84,Yes
CUST102579,30,86114.89,138320.18,789,12,No
CUST102580,35,60438.69,226345.7,604,72,Yes
CUST102581,37,20600.92,163044.35,650,60,No
CUST102582,60,55742.15,201294.24,651,60,No
CUST102583,38,40522.29,150563.72,648,12,Yes
CUST102584,29,70847.57,213377.31,745,72,No
CUST102585,45,40239.81,173851.67,651,60,Yes
CUST102586,60,93149.38,150805.23,805,60,No
CUST102587,34,67723.1,149203.01,606,60,Yes
CUST102588,45,65560.1,92733.68,695,36,No
CUST102589,42,86397.3,180414.94,610,72,Yes
CUST102590,50,94097.67,147587.72,717,36,No
CUST102591,40,69497.53,119880.48,678,12,No
CUST102592,41,50719.99,216387.71,666,12,Yes
CUST102593,64,25650.76,74987.04,786,48,Yes
CUST102594,52,52848.76,124650.25,621,36,No
CUST102595,41,54569.69,211663.12,732,12,No
CUST102596,55,72676.44,168931.38,610,36,Yes
CUST102597,52,61371.33,147128.46,690,48,Yes
CUST102598,50,87198.32,165060.21,572,12,No
CUST102599,59,54675.42,160764.85,620,12,No
CUST102600,32,68573.97,59000.25,672,12,No
CUST102601,61,99599.69,129044.29,843,12,No
CUST102602,38,78545.63,246991.3,689,24,Yes
CUST102603,41,68499.06,110440.55,828,72,No
CUST102604,33,54951.39,130901.94,699,72,Yes
CUST102605,41,54169.22,117502.75,645,36,Yes
CUST102606,28,48734.67,144779.09,818,36,No
CUST102607,60,56474.83,115012.63,719,36,No
CUST102608,27,88891.65,179204.49,622,48,No
CUST102609,43,64452.79,161838.8,722,84,No
CUST102610,64,36255.67,196412.86,653,24,Yes
CUST102611,52,114204.23,86943.53,500,84,No
CUST102612,31,77999.13,129579.57,764,36,No
CUST102613,42,34826.41,136456.64,778,36,Yes
CUST102614,42,58953.78,177338.81,845,12,No
CUST102615,63,72772.16,102406.73,717,84,No
CUST102616,45,112614.8,204939.23,657,12,No
CUST102617,42,42297.19,221184.94,755,84,Yes
CUST102618,48,94401.02,90667.66,756,84,No
CUST102619,49,104987.16,120547.63,827,12,No
CUST102620,33,54283.64,118084.11,675,36,No
CUST102621,38,63062.16,307943.17,665,12,Yes
CUST102622,22,44092.27,124205.99,615,36,Yes
CUST102623,49,64913.47,250657.53,728,84,No
CUST102624,41,69085.25,74002.08,540,48,No
CUST102625,35,86491.25,90620.94,749,48,No
CUST102626,47,97254.59,108803.73,732,60,No
CUST102627,51,51297.6,99258.64,732,24,No
CUST102628,35,20816.87,133926.08,692,12,No
CUST102629,43,69468.88,107473.31,817,72,No
CUST102630,44,77338.44,100839.5,758,12,No
CUST102631,64,76235.44,219508.32,625,24,No
CUST102632,33,61833.17,223427.62,626,84,Yes
CUST102633,42,73118.8,206957.79,600,24,No
CUST102634,63,107886.12,181439.94,729,84,No
CUST102635,57,79543.35,155564.58,589,60,No
CUST102636,53,60665.79,120178.16,777,24,No
CUST102637,23,57495.05,92810.55,799,36,No
CUST102638,39,65753.69,171779.74,600,12,Yes
CUST102639,43,110918.5,79582.18,663,24,No
CUST102640,49,65417.48,90364.74,681,36,Yes
CUST102641,50,69505.14,219174.8,759,24,Yes
CUST102642,59,57942.16,264038.94,824,72,No
CUST102643,64,97474.58,173597.71,528,36,No
CUST102644,45,118995.93,216387.43,651,48,No
CUST102645,57,81265.33,135249.1,656,36,No
CUST102646,28,72069.32,69739.55,553,60,Yes
CUST102647,62,70919.57,186730.3,636,84,No
CUST102648,36,20000.0,184157.36,718,36,Yes
CUST102649,28,88628.77,154300.11,654,24,No
CUST102650,21,73354.16,135457.47,540,48,No
CUST102651,64,80708.55,207732.63,850,48,Yes
CUST102652,25,52213.45,90856.02,703,36,No
CUST102653,23,60388.58,103573.17,690,24,No
CUST102654,21,59724.38,89513.61,581,48,Yes
CUST102655,24,95540.57,155098.38,703,72,No
CUST102656,60,60531.0,84726.42,665,36,No
CUST102657,55,122066.51,108945.47,510,36,Yes
CUST102658,52,80771.56,107654.67,583,84,No
CUST102659,62,38107.93,134363.5,751,36,No
CUST102660,54,66786.34,60757.53,850,48,No
CUST102661,63,53708.12,155232.3,713,12,Yes
CUST102662,45,20000.0,224838.22,779,24,No
CUST102663,30,109986.77,158129.48,665,60,No
CUST102664,41,87578.56,242479.27,672,60,No
CUST102665,59,83330.18,230039.89,778,24,Yes
CUST102666,47,74135.09,196664.1,829,12,Yes
CUST102667,47,35449.56,154481.15,797,84,Yes
CUST102668,22,57909.57,151350.02,584,84,Yes
CUST102669,61,91044.52,195827.99,673,84,No
CUST102670,33,43719.5,126499.76,704,84,No
CUST102671,29,20000.0,37048.75,656,24,No
CUST102672,56,64322.35,179520.24,714,36,No
CUST102673,42,66456.06,82135.88,753,72,No
CUST102674,62,73389.09,92271.53,770,24,No
CUST102675,46,88212.97,150013.44,831,24,No
CUST102676,32,85940.15,144292.51,650,72,Yes
CUST102677,37,76469.25,65275.46,557,48,No
CUST102678,34,99888.28,159929.49,712,60,No
CUST102679,34,32025.76,207968.38,849,60,No
CUST102680,54,82614.55,82299.51,637,36,No
CUST102681,40,85663.46,226349.0,741,72,Yes
CUST102682,31,39010.94,56389.75,742,84,Yes
CUST102683,36,32428.23,277039.45,697,84,No
CUST102684,51,51351.45,125324.37,680,36,Yes
CUST102685,26,53461.46,158737.02,596,48,No
CUST102686,39,88835.49,36477.99,474,36,No
CUST102687,57,54636.53,146271.84,579,72,Yes
CUST102688,24,48591.29,163708.93,644,72,No
CUST102689,24,54709.16,144830.27,778,12,Yes
CUST102690,40,97965.81,116215.14,670,48,Yes
CUST102691,30,70326.08,93206.13,633,72,No
CUST102692,44,65518.72,217831.6,599,72,Yes
CUST102693,55,67249.86,151848.43,739,48,Yes
CUST102694,46,102301.51,242445.14,802,84,No
CUST102695,57,51270.71,118411.06,775,24,No
CUST102696,58,102887.71,123912.32,734,84,No
CUST102697,41,75262.41,198935.65,547,24,Yes
CUST102698,60,65989.52,52621.5,648,12,No
CUST102699,59,132522.51,77192.2,850,84,No
CUST102700,41,43609.01,215849.1,780,72,Yes
CUST102701,30,61157.86,79683.96,541,48,No
CUST102702,58,39189.22,40856.94,674,48,No
CUST102703,24,93811.55,262111.63,712,24,Yes
CUST102704,65,112229.72,66370.94,611,84,No
CUST102705,40,111748.07,161047.16,472,60,Yes
CUST102706,37,100598.72,154145.11,688,60,No
CUST102707,27,65059.49,5000.0,609,72,No
CUST102708,24,60868.98,133960.98,609,24,Yes
CUST102709,49,28220.76,176904.79,648,72,Yes
CUST102710,34,120896.84,171258.56,667,36,Yes
CUST102711,23,81724.45,204211.24,679,48,No
CUST102712,44,57701.08,126750.52,600,84,No
CUST102713,57,103201.42,192750.27,660,84,No
CUST102714,36,45680.89,108640.26,521,72,No
CUST102715,24,80165.55,65371.96,707,12,No
CUST102716,44,65684.27,72136.3,422,84,Yes
CUST102717,54,85966.93,62273.37,653,60,No
CUST102718,50,68410.66,210575.16,762,72,No
CUST102719,38,33726.8,59125.59,584,36,No
CUST102720,39,71889.41,166442.33,744,48,Yes
CUST102721,51,96221.6,134044.55,784,84,No
CUST102722,39,69269.59,143841.09,382,36,Yes
CUST102723,39,89377.88,231816.44,666,72,No
CUST102724,42,43861.76,123694.36,421,48,No
CUST102725,44,69343.48,186696.09,669,48,Yes
CUST102726,65,54387.24,152253.8,679,24,No
CUST102727,32,88674.52,140878.87,456,24,No
CUST102728,50,70787.29,287998.15,850,12,No
CUST102729,58,87251.84,63519.5,705,12,No
CUST102730,51,97192.76,227347.91,603,84,Yes
CUST102731,56,87290.46,189384.39,811,36,Yes
CUST102732,39,76827.96,121228.5,518,24,No
CUST102733,65,45044.69,247759.11,569,48,Yes
CUST102734,56,69930.35,39113.39,473,24,No
CUST102735,50,56672.74,118694.0,842,48,Yes
CUST102736,53,61398.4,77491.07,709,24,No
CUST102737,38,60636.65,174725.01,739,48,No
CUST102738,48,45501.86,83216.15,707,36,No
CUST102739,31,21066.54,175983.84,731,24,No
CUST102740,65,53296.42,138813.82,687,60,Yes
CUST102741,53,74834.49,121238.76,704,60,No
CUST102742,37,36295.57,173318.83,689,48,Yes
CUST102743,26,70392.06,133882.7,625,36,No
CUST102744,24,117506.71,84681.91,675,48,Yes
CUST102745,40,95576.41,318082.38,704,36,No
CUST102746,47,111088.54,120769.97,689,12,No
CUST102747,35,79778.2,16943.46,547,24,Yes
CUST102748,26,99187.75,99474.08,558,36,Yes
CUST102749,34,51900.88,73963.4,777,48,No
CUST102750,31,53891.49,199568.74,652,84,Yes
CUST102751,59,20000.0,169299.16,732,84,Yes
CUST102752,29,99653.64,173922.77,581,12,No
CUST102753,46,108508.1,127798.65,547,84,No
CUST102754,36,56170.57,133238.99,604,48,No
CUST102755,25,63651.21,127744.13,659,60,Yes
CUST102756,30,51153.45,145128.41,620,60,No
CUST102757,23,79566.34,200120.01,796,24,No
CUST102758,33,98123.31,170164.52,696,72,No
CUST102759,63,26430.7,180006.77,846,24,Yes
CUST102760,50,80235.96,179973.53,716,84,No
CUST102761,65,63083.21,203066.55,462,12,Yes
CUST102762,26,72834.86,167289.0,775,84,No
CUST102763,37,81474.85,171530.88,544,60,Yes
CUST102764,65,65294.94,221328.37,700,36,No
CUST102765,39,67410.33,110097.24,610,60,No
CUST102766,62,64653.12,98655.45,850,72,No
CUST102767,55,94257.91,78844.7,809,24,No
CUST102768,46,80469.0,160974.87,613,48,No
CUST102769,25,75514.59,38776.07,668,84,No
CUST102770,49,38226.21,177729.25,702,12,No
CUST102771,57,60535.51,143448.41,757,72,No
CUST102772,40,92466.73,218078.38,682,60,No
CUST102773,41,70942.41,109684.96,587,36,Yes
CUST102774,30,86488.29,137800.9,615,72,Yes
CUST102775,25,114162.8,217332.2,679,36,Yes
CUST102776,56,95965.15,232988.14,791,36,No
CUST102777,26,72328.96,109190.86,718,12,No
CUST102778,46,57225.27,160906.87,610,36,No
CUST102779,24,20000.0,167665.14,738,36,Yes
CUST102780,59,65790.38,172419.2,645,60,No
CUST102781,59,61849.69,134245.46,760,12,Yes
CUST102782,55,79759.15,226883.0,850,48,Yes
CUST102783,21,66152.37,36617.79,647,48,No
CUST102784,44,61990.37,124732.19,752,36,No
CUST102785,56,25515.03,176875.84,612,72,No
CUST102786,26,46500.8,177433.49,669,24,No
CUST102787,61,81916.28,231165.54,682,12,Yes
CUST102788,64,112897.69,221893.52,662,84,No
CUST102789,51,67561.87,132867.5,850,24,No
CUST102790,40,78195.28,227992.27,652,12,Yes
CUST102791,44,93811.95,107157.5,732,12,No
CUST102792,45,49727.65,205853.24,506,60,Yes
CUST102793,56,79170.35,258631.35,718,36,Yes
CUST102794,41,51487.75,222896.65,782,60,Yes
CUST102795,50,91620.61,156346.22,632,72,No
CUST102796,44,73785.08,130093.27,454,84,Yes
CUST102797,64,77461.3,58284.52,676,24,No
CUST102798,62,50435.04,168632.38,681,24,No
CUST102799,50,87675.81,83086.97,745,48,No
CUST102800,42,122117.82,102411.92,850,72,No
CUST102801,48,44802.21,78555.25,645,84,No
CUST102802,27,61506.02,122376.46,602,72,Yes
CUST102803,55,75790.19,148321.84,574,60,Yes
CUST102804,48,89660.16,166416.87,697,60,No
CUST102805,34,56011.34,113969.6,723,72,No
CUST102806,30,20000.0,214157.02,630,60,Yes
CUST102807,36,103979.74,137507.68,750,48,No
CUST102808,36,89012.65,102736.65,721,84,No
CUST102809,51,26426.31,163577.54,683,84,Yes
CUST102810,62,54810.78,267813.17,598,60,Yes
CUST102811,45,109204.56,170109.63,636,60,No
CUST102812,33,106194.91,128228.66,461,84,Yes
CUST102813,26,93466.0,58352.32,701,72,No
CUST102814,64,65597.19,136835.26,682,84,No
CUST102815,29,72074.69,164095.69,696,72,Yes
CUST102816,65,66726.85,126745.15,725,60,No
CUST102817,56,98205.99,50076.92,714,60,No
CUST102818,63,48103.94,98966.08,670,72,Yes
CUST102819,40,49855.01,237272.31,684,24,Yes
CUST102820,38,95256.86,236040.06,553,36,Yes
CUST102821,63,68890.96,96801.65,627,24,No
CUST102822,41,104461.68,190365.41,684,60,No
CUST102823,24,53212.19,79285.63,613,12,No
CUST102824,53,68630.54,234258.98,757,12,Yes
CUST102825,47,46939.68,164714.15,620,48,Yes
CUST102826,27,70184.07,206978.49,699,24,No
CUST102827,26,33036.33,47094.4,690,72,No
CUST102828,35,57809.16,190658.23,747,48,Yes
CUST102829,38,34093.65,149539.56,761,48,No
CUST102830,52,87348.08,201115.74,742,12,No
CUST102831,31,87914.73,204892.07,490,24,Yes
CUST102832,40,26743.43,153947.08,787,36,No
CUST102833,44,103347.14,113950.22,817,84,No
CUST102834,35,132435.38,196781.77,636,72,No
CUST102835,27,71150.16,146390.73,701,24,No
CUST102836,41,53972.14,97632.9,599,48,Yes
CUST102837,62,140608.26,94790.87,504,60,Yes
CUST102838,46,37025.79,61370.14,613,48,No
CUST102839,64,70502.66,119382.53,631,24,No
CUST102840,34,74490.56,216161.52,648,12,Yes
CUST102841,57,103628.69,160669.79,593,84,No
CUST102842,41,78993.47,118213.94,613,24,No
CUST102843,38,57534.15,198291.36,679,36,Yes
CUST102844,25,46220.39,100051.4,610,72,Yes
CUST102845,23,61454.45,155721.02,728,72,No
CUST102846,43,44826.82,139222.18,741,60,Yes
CUST102847,46,71195.63,196747.84,850,60,No
CUST102848,57,55895.1,55366.3,781,48,No
CUST102849,44,32649.06,98988.14,701,24,Yes
CUST102850,39,101378.64,51705.26,624,72,Yes
CUST102851,45,57558.19,134424.2,706,12,No
CUST102852,41,38296.58,222685.65,709,36,Yes
CUST102853,32,65793.52,119673.17,633,48,No
CUST102854,61,71709.29,119358.96,750,24,No
CUST102855,53,26338.33,202303.47,554,12,Yes
CUST102856,24,78291.19,214112.97,658,24,No
CUST102857,62,43821.06,144685.74,730,12,Yes
CUST102858,27,112775.72,191082.89,654,84,No
CUST102859,42,83099.01,85382.73,661,24,No
CUST102860,53,60002.5,232678.46,667,24,Yes
CUST102861,37,51370.81,278922.38,604,84,Yes
CUST102862,44,67375.81,181272.95,785,72,No
CUST102863,54,85319.77,24940.1,588,48,Yes
CUST102864,48,69362.65,116506.18,708,24,No
CUST102865,63,64571.03,186769.52,717,24,Yes
CUST102866,61,71459.26,124711.02,594,48,Yes
CUST102867,59,54903.53,226331.91,686,48,No
CUST102868,42,61419.85,185289.44,598,60,Yes
CUST102869,37,20000.0,107611.47,805,60,No
CUST102870,54,94343.16,151935.89,577,72,No
CUST102871,26,77469.94,96370.01,621,48,No
CUST102872,26,50663.6,139044.91,569,84,No
CUST102873,54,117468.37,116724.41,557,36,No
CUST102874,21,72175.41,220485.71,823,72,No
CUST102875,30,44096.41,276960.72,728,12,No
CUST102876,41,91418.44,64128.7,692,48,No
CUST102877,25,79951.21,34607.02,620,60,No
CUST102878,22,79864.5,135289.65,761,24,No
CUST102879,42,59356.11,58895.06,605,48,No
CUST102880,22,81262.39,152772.7,751,48,No
CUST102881,30,63456.04,194936.17,601,60,Yes
CUST102882,54,83898.54,239648.51,621,60,Yes
CUST102883,36,22376.39,162083.67,748,36,No
CUST102884,59,59153.16,138410.69,757,72,No
CUST102885,42,113053.88,31296.91,733,60,No
CUST102886,32,50823.31,151571.11,585,60,No
CUST102887,44,54904.04,154277.24,639,60,No
CUST102888,60,58800.97,188337.41,694,72,No
CUST102889,58,39629.85,107490.71,603,24,No
CUST102890,30,20000.0,123896.84,803,48,No
CUST102891,55,64235.34,61319.86,463,48,Yes
CUST102892,52,73396.49,12522.43,609,60,No
CUST102893,27,68687.37,83490.17,634,84,No
CUST102894,41,66378.04,55780.45,424,84,No
CUST102895,40,71076.02,170202.74,554,72,No
CUST102896,46,95571.04,118911.96,736,36,No
CUST102897,24,65238.85,117705.77,682,60,No
CUST102898,42,55647.94,90935.22,821,72,No
CUST102899,35,62971.86,5000.0,819,72,No
CUST102900,60,84483.67,240498.64,718,36,No
CUST102901,41,105300.67,89983.77,708,72,No
CUST102902,35,54296.41,125254.8,685,48,No
CUST102903,42,72473.34,62706.47,441,36,No
CUST102904,48,78458.94,208315.82,554,36,Yes
CUST102905,34,45185.55,158605.74,689,12,No
CUST102906,47,70510.43,100418.08,735,36,No
CUST102907,61,33358.15,126466.22,706,36,No
CUST102908,60,25773.74,250690.8,599,24,No
CUST102909,48,79168.66,145621.83,764,48,No
CUST102910,46,60403.13,139095.99,813,60,No
CUST102911,22,75057.01,93517.11,764,12,No
CUST102912,45,69552.63,36325.13,769,36,No
CUST102913,23,45590.0,140397.68,629,24,No
CUST102914,28,68868.64,169529.11,776,24,Yes
CUST102915,64,39172.47,215975.07,693,72,No
CUST102916,53,104774.31,15090.21,726,60,No
CUST102917,62,36100.74,82494.22,712,60,Yes
CUST102918,55,65105.37,115155.53,669,84,No
CUST102919,26,43943.21,149791.15,602,48,Yes
CUST102920,59,84260.53,141297.98,672,84,Yes
CUST102921,43,61714.22,142698.68,768,72,Yes
CUST102922,45,57033.33,174485.76,640,36,Yes
CUST102923,63,91330.04,95802.41,760,24,No
CUST102924,39,70735.76,206048.49,746,12,Yes
CUST102925,25,82916.11,176007.15,653,48,No
CUST102926,31,45466.85,130810.06,804,36,Yes
CUST102927,32,34879.58,246054.48,648,72,Yes
CUST102928,30,72680.2,243384.96,815,60,No
CUST102929,28,62028.84,205973.72,719,72,No
CUST102930,44,85660.87,5000.0,678,36,No
CUST102931,48,68002.29,244736.71,600,72,Yes
CUST102932,61,75126.88,197685.51,672,60,Yes
CUST102933,56,29415.44,270384.52,661,36,Yes
CUST102934,57,117210.92,224247.88,566,12,No
CUST102935,41,65893.95,244700.56,660,84,No
CUST102936,28,87439.67,202719.29,607,48,No
CUST102937,29,49097.71,230921.59,732,72,No
CUST102938,35,77700.25,269647.42,797,60,No
CUST102939,60,37428.88,162993.28,569,12,Yes
CUST102940,38,81301.7,55666.17,834,24,No
CUST102941,62,61100.65,131552.35,668,12,Yes
CUST102942,40,70729.76,173396.74,592,12,Yes
CUST102943,26,87449.35,154493.26,748,12,No
CUST102944,32,39186.49,75206.28,639,60,Yes
CUST102945,22,52887.71,52135.94,672,24,Yes
CUST102946,27,81433.11,105530.24,643,48,No
CUST102947,36,122455.54,198464.37,606,12,No
CUST102948,23,66547.94,244820.39,745,60,No
CUST102949,65,84778.4,204994.06,654,60,No
CUST102950,23,67325.71,213445.64,550,48,Yes
CUST102951,47,118556.14,145151.07,729,84,No
CUST102952,63,26319.46,45475.05,571,36,Yes
CUST102953,60,72365.53,122686.77,576,24,No
CUST102954,58,29361.4,134474.14,787,24,No
CUST102955,53,20000.0,120176.85,572,72,Yes
CUST102956,48,77436.55,153281.69,471,12,No
CUST102957,21,73487.44,176485.19,736,36,Yes
CUST102958,28,62879.08,201180.91,652,84,Yes
CUST102959,57,67345.15,133312.81,660,24,No
CUST102960,52,147457.49,35774.44,651,84,Yes
CUST102961,63,63545.62,121027.34,700,72,No
CUST102962,57,82753.11,152622.62,612,12,No
CUST102963,24,53765.88,223368.48,812,36,No
CUST102964,50,77380.81,115931.53,547,60,Yes
CUST102965,26,64044.16,180752.62,720,12,No
CUST102966,39,59737.04,167405.27,737,36,No
CUST102967,52,115472.46,152634.03,611,48,Yes
CUST102968,29,99429.62,205832.0,587,24,Yes
CUST102969,32,73418.67,110349.53,771,84,No
CUST102970,31,20000.0,115488.81,590,12,No
CUST102971,36,60974.77,149285.95,625,72,Yes
CUST102972,21,137575.69,111591.21,759,60,No
CUST102973,65,64233.46,180480.74,683,72,No
CUST102974,41,97580.44,107208.46,518,84,Yes
CUST102975,50,106048.56,163578.25,837,12,No
CUST102976,33,75474.1,143989.63,632,24,No
CUST102977,54,48954.46,162895.56,643,24,No
CUST102978,24,20000.0,122415.52,703,36,Yes
CUST102979,48,87104.08,129654.7,736,72,No
CUST102980,58,49631.1,155760.56,850,72,Yes
CUST102981,51,74403.76,162124.47,530,60,Yes
CUST102982,47,38754.49,149747.89,754,84,No
CUST102983,25,63369.06,252321.74,746,36,No
